	Subject	Label	tBodyAcc-std()-X	tBodyAcc-std()-Y	tBodyAcc-std()-Z	tGravityAcc-std()-X	tGravityAcc-std()-Y	tGravityAcc-std()-Z	tBodyAccJerk-std()-X	tBodyAccJerk-std()-Y	tBodyAccJerk-std()-Z	tBodyGyro-std()-X	tBodyGyro-std()-Y	tBodyGyro-std()-Z	tBodyGyroJerk-std()-X	tBodyGyroJerk-std()-Y	tBodyGyroJerk-std()-Z	tBodyAccMag-std()	tGravityAccMag-std()	tBodyAccJerkMag-std()	tBodyGyroMag-std()	tBodyGyroJerkMag-std()	fBodyAcc-std()-X	fBodyAcc-std()-Y	fBodyAcc-std()-Z	fBodyAccJerk-std()-X	fBodyAccJerk-std()-Y	fBodyAccJerk-std()-Z	fBodyGyro-std()-X	fBodyGyro-std()-Y	fBodyGyro-std()-Z	fBodyAccMag-std()	fBodyBodyAccJerkMag-std()	fBodyBodyGyroMag-std()	fBodyBodyGyroJerkMag-std()	tBodyAcc-mean()-X	tBodyAcc-mean()-Y	tBodyAcc-mean()-Z	tGravityAcc-mean()-X	tGravityAcc-mean()-Y	tGravityAcc-mean()-Z	tBodyAccJerk-mean()-X	tBodyAccJerk-mean()-Y	tBodyAccJerk-mean()-Z	tBodyGyro-mean()-X	tBodyGyro-mean()-Y	tBodyGyro-mean()-Z	tBodyGyroJerk-mean()-X	tBodyGyroJerk-mean()-Y	tBodyGyroJerk-mean()-Z	tBodyAccMag-mean()	tGravityAccMag-mean()	tBodyAccJerkMag-mean()	tBodyGyroMag-mean()	tBodyGyroJerkMag-mean()	fBodyAcc-mean()-X	fBodyAcc-mean()-Y	fBodyAcc-mean()-Z	fBodyAccJerk-mean()-X	fBodyAccJerk-mean()-Y	fBodyAccJerk-mean()-Z	fBodyGyro-mean()-X	fBodyGyro-mean()-Y	fBodyGyro-mean()-Z	fBodyAccMag-mean()	fBodyBodyAccJerkMag-mean()	fBodyBodyGyroMag-mean()	fBodyBodyGyroJerkMag-mean()
53	23	SITTING	-0.526418999	-0.443637726	-0.606221338	-0.971208854	-0.952352212	-0.941002939	-0.56545318	-0.519429196	-0.7416935	-0.701046445	-0.749171233	-0.606235655	-0.693129861	-0.821610398	-0.733256815	-0.558785177	-0.558785177	-0.561645783	-0.676631104	-0.801102398	-0.51407715	-0.475944943	-0.617156561	-0.583410547	-0.543731915	-0.761696924	-0.721706937	-0.749054638	-0.643112628	-0.63890825	-0.572981853	-0.707435558	-0.815468218	0.278096406	-0.014517006	-0.093326793	0.729430694	-0.063837161	0.125773988	0.122926406	-0.003871631	-0.002258661	-0.005280641	-0.095702864	0.101033368	-0.097732003	-0.041578264	-0.061622945	-0.473615634	-0.473615634	-0.582743204	-0.611135961	-0.765995244	-0.56271591	-0.451174563	-0.644153144	-0.585780126	-0.528979994	-0.720496937	-0.640447924	-0.753636961	-0.608136992	-0.542190768	-0.556583384	-0.716996361	-0.802379919
54	24	SITTING	-0.704384813	-0.508687366	-0.752531309	-0.978923091	-0.966693453	-0.960042435	-0.73997845	-0.636367331	-0.848248261	-0.770280886	-0.770103372	-0.711632377	-0.782157542	-0.869034116	-0.745353396	-0.698329592	-0.698329592	-0.720502714	-0.740995003	-0.841715112	-0.695693221	-0.514068643	-0.757079673	-0.750665176	-0.625019818	-0.863266337	-0.785690813	-0.757188571	-0.748229347	-0.744873543	-0.730387321	-0.76779539	-0.852515997	0.276048825	-0.020275313	-0.114207722	0.724241638	-0.061376817	0.096574104	0.061737569	0.007575622	0.010547958	-0.059682802	-0.043422786	0.07871274	-0.106917868	-0.047054986	-0.088998362	-0.633202753	-0.633202753	-0.724322631	-0.681621817	-0.819632811	-0.729837849	-0.562050827	-0.783660495	-0.752637138	-0.669328171	-0.832222124	-0.72479502	-0.801517959	-0.68512205	-0.6997356	-0.714353443	-0.7690563	-0.842103637
55	25	SITTING	-0.417202766	-0.303106468	-0.508312946	-0.948745972	-0.946106947	-0.921770117	-0.440291611	-0.417749666	-0.639798354	-0.585846303	-0.586506831	-0.523920256	-0.566144236	-0.69100216	-0.626765205	-0.449048291	-0.449048291	-0.457337239	-0.538418457	-0.691566481	-0.408424199	-0.333732506	-0.534877799	-0.46129734	-0.417988984	-0.667478401	-0.613849048	-0.593952587	-0.581440581	-0.561573649	-0.493968363	-0.598181103	-0.719457592	0.275889953	-0.023841934	-0.123728922	0.600466586	-0.105910686	0.007319384	0.065065072	0.034021525	0.00088661	-0.042424079	-0.048948325	0.096184592	-0.099695694	-0.048152581	-0.063902477	-0.350202502	-0.350202502	-0.459356654	-0.456679924	-0.638044395	-0.44521562	-0.330518609	-0.534163974	-0.46908266	-0.454054951	-0.610593102	-0.504288525	-0.583658296	-0.489436205	-0.407376019	-0.435155991	-0.571118455	-0.689137988
56	26	SITTING	-0.622926087	-0.514570892	-0.641513381	-0.969646326	-0.974393476	-0.954762583	-0.59697505	-0.557700083	-0.721157615	-0.685147958	-0.714488857	-0.664718063	-0.655579689	-0.7795679	-0.719441268	-0.630996974	-0.630996974	-0.582660206	-0.679932583	-0.756204625	-0.62260517	-0.54320819	-0.658318645	-0.607340564	-0.559190656	-0.736249182	-0.710170219	-0.72090328	-0.705983682	-0.701942229	-0.583027717	-0.716840699	-0.762163354	0.28389136	-0.016735925	-0.109008637	0.653892071	-0.045798267	0.101860353	0.073735885	0.0242691	-0.013410952	-0.037603646	-0.081092622	0.081605757	-0.116602214	-0.029613202	-0.04732209	-0.567109511	-0.567109511	-0.603609615	-0.629030489	-0.733478505	-0.625592883	-0.518726277	-0.66578089	-0.62221217	-0.584057823	-0.704775656	-0.608920948	-0.710127302	-0.636328176	-0.609742551	-0.586183616	-0.708034942	-0.765919866
57	27	SITTING	-0.53801945	-0.480257724	-0.623071079	-0.969912794	-0.960668425	-0.961324839	-0.600976414	-0.579344921	-0.780872266	-0.701683991	-0.7225289	-0.662898546	-0.717461779	-0.803948536	-0.751558982	-0.585391823	-0.585391823	-0.613026149	-0.693064029	-0.791774107	-0.524774555	-0.496387816	-0.622130319	-0.595991297	-0.572429212	-0.790993847	-0.717849561	-0.717735995	-0.695392924	-0.652378116	-0.613557843	-0.729618181	-0.803403599	0.277997503	-0.019744624	-0.109327006	0.574749865	0.04612582	0.119561877	0.047426935	0.018249764	0.004638423	0.01123289	-0.095728287	0.062695047	-0.110555528	-0.047247763	-0.053388636	-0.493312986	-0.493312986	-0.623553752	-0.611266653	-0.767302465	-0.5763589	-0.514169682	-0.682369411	-0.64088502	-0.612099654	-0.769436628	-0.655037413	-0.735940986	-0.660678833	-0.581855664	-0.617155699	-0.720031711	-0.795328118
58	28	SITTING	-0.804295772	-0.735944878	-0.79691862	-0.969862537	-0.972828635	-0.95900937	-0.826726424	-0.78348415	-0.876747663	-0.852342351	-0.845755915	-0.812674791	-0.855291828	-0.885924743	-0.87365024	-0.796666966	-0.796666966	-0.8197434	-0.834570744	-0.887943126	-0.797991861	-0.743103043	-0.798469635	-0.833066959	-0.781134528	-0.885099956	-0.860805959	-0.84456793	-0.82955427	-0.829926247	-0.825585089	-0.854365586	-0.894725233	0.271037478	-0.017133624	-0.109568875	0.40478032	0.192698242	0.286847941	0.089892414	0.006736953	-0.009165557	-0.020686208	-0.09676154	0.079880273	-0.091174517	-0.040719287	-0.035486358	-0.768674154	-0.768674154	-0.818723635	-0.793973761	-0.874663398	-0.824472303	-0.754353439	-0.824391159	-0.836430496	-0.799589904	-0.867180551	-0.828509737	-0.850562365	-0.817799569	-0.795310641	-0.816696679	-0.848979674	-0.889511045
59	29	SITTING	-0.496776107	-0.452472065	-0.581643362	-0.966544555	-0.950964979	-0.929618214	-0.583193932	-0.577478272	-0.769967107	-0.678790928	-0.684057641	-0.635942789	-0.711666194	-0.778798558	-0.733354158	-0.530152363	-0.530152363	-0.616986576	-0.655884158	-0.77416699	-0.479991044	-0.465434909	-0.582028458	-0.58557599	-0.573231732	-0.786009722	-0.695856814	-0.676813098	-0.674602806	-0.605418108	-0.640297771	-0.694490926	-0.78847049	0.278227658	-0.017439704	-0.10170164	0.738601768	-0.070432385	0.011016038	0.102526019	-0.010948267	-0.041058274	0.003748845	-0.080295158	0.057532132	-0.087744926	-0.031760084	-0.032953978	-0.454323216	-0.454323216	-0.60529165	-0.55930311	-0.749493726	-0.543964603	-0.495543799	-0.644755385	-0.616895514	-0.608258513	-0.752804413	-0.630958506	-0.702055095	-0.624931226	-0.527521751	-0.602845042	-0.691041743	-0.777114361
60	30	SITTING	-0.676809791	-0.610184816	-0.710996733	-0.950513279	-0.95631103	-0.944359666	-0.711363297	-0.671504303	-0.791770544	-0.752175094	-0.733194177	-0.725943997	-0.742212709	-0.799382738	-0.790464895	-0.69902824	-0.69902824	-0.72565958	-0.723981012	-0.804819482	-0.667221478	-0.62641536	-0.723814858	-0.720766086	-0.6713884	-0.805435943	-0.770443093	-0.733395082	-0.754846553	-0.756552996	-0.747911476	-0.76297514	-0.821480942	0.264375151	-0.018333044	-0.125237887	0.398190107	0.207116871	0.296732956	0.112786602	0.010808551	-0.019997451	-0.018149199	-0.095407568	0.079319848	-0.088291314	-0.021063436	-0.038627985	-0.631219852	-0.631219852	-0.699012279	-0.664028594	-0.776692234	-0.705570617	-0.626487657	-0.731778888	-0.727771618	-0.692512991	-0.776649855	-0.698428705	-0.739204425	-0.719751079	-0.683903745	-0.71129321	-0.741662917	-0.803789701
61	1	STANDING	-0.969729031	-0.926015518	-0.908374904	-0.95745539	-0.952322494	-0.927784497	-0.977798495	-0.962853072	-0.971482188	-0.974459773	-0.938262984	-0.948065377	-0.980114083	-0.97235207	-0.979834085	-0.911947395	-0.911947395	-0.960331417	-0.920841969	-0.968331974	-0.96962142	-0.924770978	-0.900077284	-0.980650938	-0.967455951	-0.97423423	-0.976220931	-0.934132325	-0.952649312	-0.915737377	-0.958636306	-0.922782284	-0.96811797	0.279679169	-0.012364451	-0.110316648	0.700122186	0.157208955	0.244375959	0.078629065	-0.000381021	-0.008756959	-0.034492923	-0.082535514	0.094450439	-0.096431716	-0.037384778	-0.060988151	-0.933049621	-0.933049621	-0.975325324	-0.934074004	-0.980528249	-0.970772202	-0.93885036	-0.939257752	-0.977176154	-0.961579565	-0.967416218	-0.969170119	-0.947499482	-0.949348997	-0.932906862	-0.960836527	-0.940600292	-0.970123275
62	2	STANDING	-0.99200879	-0.96213019	-0.970305438	-0.992678768	-0.982210999	-0.975270804	-0.989089392	-0.979250157	-0.988796588	-0.974926533	-0.981928506	-0.977089758	-0.987933031	-0.991313824	-0.988938819	-0.975080135	-0.975080135	-0.98766942	-0.969100593	-0.990615641	-0.992831542	-0.961280076	-0.967588195	-0.989845362	-0.981241001	-0.989403716	-0.97511586	-0.980808594	-0.97882894	-0.975987749	-0.987664898	-0.968528041	-0.99066763	0.278565605	-0.01480572	-0.111252979	0.905605103	-0.028617303	0.025490229	0.075674434	0.006859924	-0.000733114	-0.028407539	-0.068577885	0.086787604	-0.097915171	-0.040376266	-0.053851129	-0.977521409	-0.977521409	-0.987246019	-0.970485827	-0.991129495	-0.990332334	-0.967039769	-0.978289537	-0.989300202	-0.978921436	-0.986789896	-0.97568492	-0.98409408	-0.978283067	-0.979083768	-0.986815279	-0.978726983	-0.990803913
63	3	STANDING	-0.780663073	-0.67145966	-0.578674792	-0.974785652	-0.953865248	-0.9319448	-0.765155497	-0.706291434	-0.694075896	-0.835356248	-0.590354268	-0.729778815	-0.802458043	-0.609395199	-0.798639775	-0.704179974	-0.704179974	-0.700329574	-0.616757547	-0.627735637	-0.783825863	-0.69174832	-0.580506438	-0.766769231	-0.700448027	-0.683036242	-0.849945015	-0.577868488	-0.754789661	-0.763286196	-0.703140189	-0.683958866	-0.612709527	0.272447135	-0.018040568	-0.106703569	0.773612882	0.071283409	0.148645286	0.087570496	0.007367889	7.85E-05	-0.03977095	-0.078609291	0.105249341	-0.083120969	-0.044378823	-0.062807002	-0.679235384	-0.679235384	-0.707849812	-0.660664717	-0.6903772	-0.773691167	-0.678638152	-0.643096833	-0.78384418	-0.729837179	-0.706994476	-0.790549261	-0.618928149	-0.730585563	-0.689578442	-0.698960671	-0.620969489	-0.661521088
64	4	STANDING	-0.384210101	-0.265230303	-0.403146274	-0.964048571	-0.943529152	-0.918516462	-0.519591596	-0.540241831	-0.733260472	-0.586250631	-0.591818142	-0.453429527	-0.742700375	-0.813051322	-0.685179474	-0.341063561	-0.341063561	-0.519462875	-0.553317712	-0.805902953	-0.35916134	-0.261310272	-0.378978859	-0.537240973	-0.552450334	-0.75394873	-0.596415768	-0.554811245	-0.493342904	-0.420351143	-0.523253684	-0.56758909	-0.822085473	0.275292551	-0.020921105	-0.116557863	0.904773481	-0.255139325	-0.066854186	0.072627122	0.017149115	-0.006482445	-0.0620008	-0.051866991	0.093209639	-0.087323558	-0.047169349	-0.070506277	-0.326742969	-0.326742969	-0.573880815	-0.408747385	-0.767719374	-0.455858884	-0.373081606	-0.548780193	-0.544176755	-0.558019367	-0.711036359	-0.572891472	-0.672107997	-0.493279509	-0.386942661	-0.519205832	-0.656167169	-0.804947159
65	5	STANDING	-0.697013143	-0.573894764	-0.57616993	-0.951516013	-0.935824303	-0.8892556	-0.751016568	-0.745399608	-0.814889721	-0.746878685	-0.704493766	-0.711682901	-0.807670169	-0.839931686	-0.835076665	-0.675189321	-0.675189321	-0.747936298	-0.682676362	-0.843766131	-0.692303895	-0.571894321	-0.564781001	-0.773273856	-0.762685056	-0.832145751	-0.759019593	-0.691261964	-0.736904527	-0.721706066	-0.764507315	-0.705212631	-0.859069191	0.277548856	-0.013294102	-0.114961975	0.809786865	-0.058554049	0.042163703	0.083273447	0.006830497	-0.00633837	0.033076087	-0.071548046	0.076452153	-0.128071983	-0.058574998	-0.060418398	-0.5861927	-0.5861927	-0.752901523	-0.637930184	-0.827772001	-0.711991824	-0.636130908	-0.667720413	-0.752049813	-0.746666979	-0.796364159	-0.717176009	-0.737137073	-0.71642535	-0.687448812	-0.736763055	-0.739770837	-0.841489034
66	6	STANDING	-0.177297154	-0.064533566	-0.287869768	-0.96012074	-0.956655146	-0.955900737	-0.236290336	-0.157941605	-0.452143586	-0.444441935	-0.480005597	-0.310261213	-0.450449908	-0.61517669	-0.464086279	-0.249113394	-0.249113394	-0.20942937	-0.432366941	-0.578208927	-0.15782761	-0.113424958	-0.325017602	-0.26188363	-0.176870903	-0.493032646	-0.481399559	-0.491461762	-0.384164162	-0.40342313	-0.222718076	-0.518055131	-0.604877764	0.276442452	-0.019377294	-0.105578296	0.668461732	-0.064339901	0.034938701	0.062262123	0.025743579	-0.023960908	-0.008452547	-0.086714657	0.062958619	-0.106160812	-0.052780009	-0.060371159	-0.097130686	-0.097130686	-0.237778798	-0.295013229	-0.534973612	-0.235410548	-0.0877462	-0.327231537	-0.278219008	-0.194261836	-0.409865109	-0.333458117	-0.472391227	-0.285439653	-0.191521951	-0.206549844	-0.455990197	-0.583794689
67	7	STANDING	-0.545613284	-0.466467561	-0.490900961	-0.952093352	-0.970521846	-0.951383625	-0.566367561	-0.541461081	-0.645511052	-0.7232348	-0.570400026	-0.601771119	-0.702110079	-0.639747475	-0.732387614	-0.577821035	-0.577821035	-0.538616363	-0.526024622	-0.648030563	-0.533974673	-0.488166346	-0.507789273	-0.588292734	-0.551829661	-0.660478812	-0.745798418	-0.558282995	-0.639088025	-0.669803164	-0.562884967	-0.588917563	-0.651789206	0.268851807	-0.021010116	-0.109295662	0.209393702	0.097964646	0.408790727	0.080243599	0.026313644	-0.007123907	0.004447823	-0.108655232	0.068429716	-0.098870432	-0.051209615	-0.074333478	-0.4689282	-0.4689282	-0.555889696	-0.538229609	-0.663522769	-0.581060568	-0.491446924	-0.533612953	-0.582667031	-0.561858105	-0.629940869	-0.653951151	-0.598161851	-0.601765681	-0.537140148	-0.522424038	-0.560122635	-0.66488694
68	8	STANDING	-0.656664711	-0.560174105	-0.609382448	-0.969501911	-0.954660308	-0.944596289	-0.700563691	-0.693526784	-0.771163154	-0.780616414	-0.724518767	-0.650968	-0.777279292	-0.811202381	-0.784321481	-0.643077644	-0.643077644	-0.691376218	-0.715186924	-0.813243894	-0.652518912	-0.568456827	-0.610786904	-0.721868224	-0.703065361	-0.788378822	-0.800335295	-0.718912697	-0.679888978	-0.700141893	-0.70099279	-0.752386529	-0.826884184	0.280931461	-0.024314923	-0.122553899	0.844821872	-0.016847566	0.01015976	0.055107886	0.018516458	-0.011748572	-0.035092837	-0.083127283	0.040129729	-0.105460674	-0.050820284	-0.04693972	-0.591021616	-0.591021616	-0.704077238	-0.64868607	-0.796387679	-0.669410158	-0.600225562	-0.666947607	-0.706319014	-0.704274636	-0.753029506	-0.719799437	-0.740490235	-0.662714674	-0.641601953	-0.686126917	-0.734651396	-0.814188993
69	9	STANDING	-0.674890483	-0.625958263	-0.706989549	-0.980499405	-0.968951317	-0.958592005	-0.737780902	-0.746831878	-0.872927086	-0.778085524	-0.76285666	-0.755777061	-0.84484395	-0.910212401	-0.837378527	-0.676564813	-0.676564813	-0.753983324	-0.753258726	-0.904424796	-0.66563492	-0.626953048	-0.690967425	-0.74745954	-0.756128692	-0.8827494	-0.784441771	-0.733410236	-0.778935445	-0.72168593	-0.763040137	-0.761068215	-0.916039632	0.278389634	-0.017956755	-0.109360942	0.460548547	0.244876319	0.198683114	0.086223363	0.002363157	-0.003300797	-0.035334634	-0.067006798	0.083227449	-0.098758616	-0.036631523	-0.052644776	-0.649658788	-0.649658788	-0.76735824	-0.691628475	-0.874689634	-0.700945356	-0.672462677	-0.787898439	-0.751206511	-0.754467246	-0.861548579	-0.765927001	-0.828413998	-0.754446551	-0.686456801	-0.747381735	-0.810665078	-0.900973937
70	10	STANDING	-0.8362726	-0.778895396	-0.826163967	-0.982873903	-0.977720458	-0.972215112	-0.829942253	-0.841803569	-0.882153847	-0.863403787	-0.852845852	-0.830872345	-0.892418548	-0.885100823	-0.894119519	-0.821840902	-0.821840902	-0.819716768	-0.842892258	-0.887776754	-0.83994422	-0.784664438	-0.833546425	-0.841326262	-0.846135665	-0.891116849	-0.867216908	-0.854896421	-0.844721605	-0.855841968	-0.828142673	-0.857345061	-0.891971438	0.277048331	-0.014662459	-0.107751809	0.786369545	-0.048866365	0.071111509	0.065885334	-0.010189408	-0.014007066	-0.009203816	-0.096293199	0.095601086	-0.094992027	-0.033886436	-0.061400751	-0.808686826	-0.808686826	-0.847287524	-0.811456831	-0.891205532	-0.82966522	-0.795330734	-0.837023735	-0.834471689	-0.84803288	-0.871685899	-0.857225723	-0.851844561	-0.837042982	-0.812817224	-0.81390458	-0.862704002	-0.890403857
71	11	STANDING	-0.408038717	-0.314512241	-0.414870546	-0.963807624	-0.939932233	-0.93426204	-0.398961669	-0.473599484	-0.543160928	-0.590146645	-0.46056899	-0.556237525	-0.582158152	-0.540654922	-0.658659263	-0.352942682	-0.352942682	-0.375717243	-0.46336075	-0.561192779	-0.420713942	-0.344401066	-0.466827497	-0.457329445	-0.503442631	-0.597741484	-0.624195314	-0.480399467	-0.609906302	-0.484099929	-0.416414006	-0.564991378	-0.615902501	0.284139385	-0.019325049	-0.1035317	0.938112953	-0.116325428	-0.021122329	0.067283583	0.019961214	0.012569208	-0.005565614	-0.106247004	0.092336141	-0.10120045	-0.030257257	-0.055173532	-0.347220606	-0.347220606	-0.431675163	-0.411643386	-0.551734987	-0.386798701	-0.342243807	-0.412369766	-0.398282361	-0.481953354	-0.488757994	-0.491025446	-0.442382673	-0.521294924	-0.304542215	-0.348964827	-0.466399208	-0.545192154
72	12	STANDING	-0.595302308	-0.474305338	-0.549142633	-0.963937836	-0.931611496	-0.903628402	-0.664447918	-0.67423016	-0.781857747	-0.68653169	-0.699976345	-0.618530391	-0.798357995	-0.832689838	-0.765826262	-0.528950834	-0.528950834	-0.653533	-0.645742761	-0.830233535	-0.58342561	-0.473243229	-0.538378768	-0.676929343	-0.688588706	-0.803636689	-0.693220886	-0.683693437	-0.651250066	-0.587336544	-0.654966724	-0.660892651	-0.849995851	0.273926165	-0.016728401	-0.104665122	0.91534584	-0.222633751	-0.047588179	0.08872292	0.009680706	0.007717338	-0.049035974	-0.053354472	0.060495756	-0.084750412	-0.057114085	-0.0494543	-0.52991134	-0.52991134	-0.692187851	-0.558504796	-0.809051222	-0.630019644	-0.546790529	-0.642225424	-0.68153838	-0.682337432	-0.75945275	-0.681295663	-0.740431273	-0.629705093	-0.558916382	-0.654486059	-0.721857903	-0.825130275
73	13	STANDING	-0.687279214	-0.607349629	-0.736766979	-0.985795822	-0.983042446	-0.981813139	-0.68524078	-0.656445135	-0.839710036	-0.844333101	-0.745818738	-0.76570819	-0.771843302	-0.856034738	-0.839650842	-0.729967691	-0.729967691	-0.715026477	-0.803274607	-0.86612941	-0.68749015	-0.627713776	-0.739935504	-0.689216569	-0.658610929	-0.85473155	-0.861372501	-0.72362008	-0.785101893	-0.783485859	-0.728214315	-0.831891913	-0.887085303	0.277403565	-0.018472115	-0.103919282	0.507823157	0.144730086	0.298137231	0.057030257	0.027035923	0.011171746	-0.035521867	-0.06281595	0.090071947	-0.097003003	-0.052802153	-0.051447356	-0.648044272	-0.648044272	-0.697907861	-0.748176401	-0.819645359	-0.687007657	-0.615198447	-0.768246454	-0.708379205	-0.675672803	-0.823446244	-0.791513145	-0.792047212	-0.772940488	-0.709887853	-0.706115702	-0.811558889	-0.858271664
74	14	STANDING	-0.92359115	-0.891416346	-0.918167744	-0.943887818	-0.966115975	-0.954697835	-0.942937573	-0.920078365	-0.951586147	-0.937300276	-0.941118546	-0.920203047	-0.949492055	-0.965306848	-0.96103911	-0.898118347	-0.898118347	-0.930658184	-0.909811458	-0.959666771	-0.920104272	-0.894228044	-0.917774759	-0.947140582	-0.923206989	-0.955686061	-0.940008479	-0.939789398	-0.92630125	-0.907806272	-0.927350462	-0.911486986	-0.958662763	0.277252378	-0.012482392	-0.111714496	-0.284722835	0.498269883	0.722660194	0.078541914	0.013912798	-0.009787117	-0.007762887	-0.092327088	0.09616455	-0.10746387	-0.031853328	-0.050438522	-0.906064907	-0.906064907	-0.940213212	-0.911143148	-0.962947421	-0.933250667	-0.899040399	-0.931232149	-0.944039493	-0.922576812	-0.946125344	-0.929781432	-0.944654693	-0.926104975	-0.911272877	-0.933002557	-0.932777088	-0.962613398
75	15	STANDING	-0.536569048	-0.44535557	-0.640481264	-0.968339452	-0.93105082	-0.925190145	-0.642454317	-0.617856553	-0.7778804	-0.657182916	-0.738785265	-0.648986629	-0.661373467	-0.836516821	-0.73920906	-0.519359989	-0.519359989	-0.645008013	-0.666324434	-0.783485461	-0.516269878	-0.452595544	-0.64225552	-0.657002845	-0.614314002	-0.78946725	-0.680444558	-0.725813781	-0.68533037	-0.58403409	-0.653736318	-0.699656264	-0.790697629	0.286044324	-0.016004069	-0.103228126	0.724725389	-0.012208917	0.225671374	0.061971064	-0.011343769	-0.031836207	-0.020372872	-0.089422999	0.091238653	-0.078390002	-0.035549909	-0.05565101	-0.499323509	-0.499323509	-0.656526511	-0.578235956	-0.772816144	-0.596844435	-0.503023392	-0.692362041	-0.659882451	-0.644799606	-0.765503578	-0.588865945	-0.768395153	-0.638360555	-0.54038053	-0.640937681	-0.704446493	-0.78968871
76	16	STANDING	-0.568967128	-0.456543181	-0.546682637	-0.965289415	-0.941530041	-0.934195249	-0.68584487	-0.656133268	-0.803225007	-0.658852395	-0.654729094	-0.626363319	-0.720920623	-0.840360924	-0.765247794	-0.568219313	-0.568219313	-0.684840133	-0.605543996	-0.816412316	-0.555119548	-0.462357498	-0.528797211	-0.707653666	-0.663971994	-0.819028132	-0.675542562	-0.625496493	-0.658777354	-0.627098847	-0.70480113	-0.624310655	-0.828989434	0.274612119	-0.015221458	-0.115468919	0.787912551	-0.023060387	0.167313714	0.080706631	0.017345801	-0.007792087	0.036534682	-0.110749594	0.079976653	-0.114741097	-0.036636052	-0.058721991	-0.492553482	-0.492553482	-0.695540343	-0.535364771	-0.793159316	-0.608255464	-0.515987238	-0.658286188	-0.692871099	-0.670827915	-0.786056166	-0.613726522	-0.721539617	-0.635910096	-0.58471358	-0.672433891	-0.685172449	-0.81724734
77	17	STANDING	-0.666098783	-0.638765179	-0.740513464	-0.981599246	-0.96585998	-0.950762177	-0.72760766	-0.707645779	-0.797854585	-0.73887556	-0.808081163	-0.764109566	-0.742494346	-0.860285439	-0.794748587	-0.663312607	-0.663312607	-0.716847533	-0.747969571	-0.832374788	-0.656473354	-0.658436026	-0.754252548	-0.733568854	-0.709251588	-0.806169679	-0.752778216	-0.807373864	-0.795735177	-0.708984755	-0.712389263	-0.774250802	-0.839335259	0.277184111	-0.015826826	-0.10556464	0.944771872	-0.049004383	0.085624881	0.093302109	8.81E-06	-0.019856017	-0.040176509	-0.078519009	0.071519447	-0.111879116	-0.037830847	-0.058332164	-0.645771289	-0.645771289	-0.729898197	-0.709774435	-0.819022294	-0.694020856	-0.645107052	-0.754095257	-0.745528537	-0.724411558	-0.788130164	-0.699063729	-0.813845612	-0.73726315	-0.676191245	-0.722461869	-0.775399029	-0.836157143
78	18	STANDING	-0.78661811	-0.694550636	-0.786569362	-0.95549088	-0.974955296	-0.963790737	-0.792999133	-0.759926264	-0.864410415	-0.857609331	-0.806464478	-0.789343159	-0.849708291	-0.863193272	-0.857792561	-0.779208524	-0.779208524	-0.793133029	-0.818519257	-0.864589833	-0.789548997	-0.703450059	-0.790479839	-0.798994764	-0.757707247	-0.874998647	-0.866582957	-0.801510815	-0.808385548	-0.819281821	-0.798468364	-0.840865155	-0.871493049	0.266485009	-0.020364607	-0.109551456	0.456628423	0.192766575	0.311987528	0.058104891	0.016530357	0.012088171	-0.022291745	-0.095740867	0.102967002	-0.088865635	-0.056565093	-0.06048909	-0.743629372	-0.743629372	-0.793668881	-0.783193821	-0.858997083	-0.780821957	-0.713904714	-0.809903866	-0.805062465	-0.7768041	-0.852429642	-0.8310036	-0.81939673	-0.79045501	-0.771160236	-0.78991904	-0.832342978	-0.867152587
79	19	STANDING	-0.748229881	-0.669702249	-0.762164364	-0.975148741	-0.971271232	-0.951355374	-0.78860939	-0.747625894	-0.842858258	-0.780942708	-0.832406322	-0.785478244	-0.787231642	-0.883587822	-0.839738911	-0.732930034	-0.732930034	-0.777698365	-0.769428289	-0.871041884	-0.741331881	-0.677373066	-0.767030304	-0.796624179	-0.749401404	-0.851148281	-0.791903827	-0.82949057	-0.807288138	-0.771498174	-0.776933242	-0.790017669	-0.876721664	0.2767084	-0.016656464	-0.104688461	0.650611652	0.054481151	0.122748336	0.072519715	0.014696432	-0.001626115	-0.015876291	-0.086958312	0.083955171	-0.095285128	-0.045559701	-0.065843499	-0.707097226	-0.707097226	-0.780890754	-0.747344067	-0.847885832	-0.768166411	-0.696257267	-0.788719854	-0.799592523	-0.761790876	-0.833316995	-0.753899848	-0.840621875	-0.780948561	-0.739587348	-0.779442301	-0.800346054	-0.873495253
